geolocation,question,location,response,value,lowConfidenceLimit,highConfidenceLimit,sampleSize,breakOut,breakOutCategory,questionID,locationID
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),93.1,92.5,93.7,954,Adequate PNC,Adequacy of Prenatal care,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),10.2,7.9,13.1,56,Intermediate PNC,Adequacy of Prenatal care,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),11.6,6.7,19.2,15,Inadequate PNC,Adequacy of Prenatal care,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),93.5,91.6,95.1,237,"$25,000 to $49,999",Income (years 2004 and beyond),QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),89.3,86.7,91.4,339,"Less than $10,000",Income (years 2004 and beyond),QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),91.4,89.1,93.2,286,"$10,000 to $24,999",Income (years 2004 and beyond),QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),8.6,6.8,10.9,60,"$10,000 to $24,999",Income (years 2004 and beyond),QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),5.3,4.3,6.4,73,"$50,000 or more",Income (years 2004 and beyond),QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),10.7,8.6,13.3,66,"Less than $10,000",Income (years 2004 and beyond),QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),94.7,93.6,95.7,407,"$50,000 or more",Income (years 2004 and beyond),QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),6.5,4.9,8.4,48,"$25,000 to $49,999",Income (years 2004 and beyond),QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),93.9,93.1,94.6,686,Married,Marital Status,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),6.1,5.4,6.9,135,Married,Marital Status,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),10.2,8.9,11.6,135,Other,Marital Status,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),89.8,88.4,91.1,663,Other,Marital Status,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),7.8,6.9,8.8,144,20-29 yrs,Maternal Age (3 Levels),QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),92.2,91.2,93.1,705,20-29 yrs,Maternal Age (3 Levels),QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),9.1,6.4,12.7,30,<20 yrs,Maternal Age (3 Levels),QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),90.9,87.3,93.6,191,<20 yrs,Maternal Age (3 Levels),QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),7.4,6.2,8.7,96,30+ yrs,Maternal Age (3 Levels),QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),92.6,91.3,93.8,453,30+ yrs,Maternal Age (3 Levels),QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),92.2,89.6,94.2,179,35+ yrs,Maternal Age (4 Levels),QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),90.9,87.3,93.6,191,<20 yrs,Maternal Age (4 Levels),QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),93.1,92.1,93.9,639,25-34 yrs,Maternal Age (4 Levels),QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),6.9,6.1,7.9,126,25-34 yrs,Maternal Age (4 Levels),QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),7.8,5.8,10.4,42,35+ yrs,Maternal Age (4 Levels),QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),8.9,7.2,11,72,20-24 yrs,Maternal Age (4 Levels),QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),91.1,89,92.8,340,20-24 yrs,Maternal Age (4 Levels),QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),9.1,6.4,12.7,30,<20 yrs,Maternal Age (4 Levels),QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),7.1,5.9,8.5,87,Age 25 - 29,Maternal Age - 18 to 44 years in groupings,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),87.5,78.4,93.1,72,Age < 18,Maternal Age - 18 to 44 years in groupings,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),92.8,91.3,94.1,388,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),8.6,7.2,10.3,91,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),92.9,91.5,94.1,429,Age 25 - 29,Maternal Age - 18 to 44 years in groupings,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),7.2,5.9,8.7,81,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),12.5,6.9,21.6,11,Age < 18,Maternal Age - 18 to 44 years in groupings,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),91.4,89.7,92.8,459,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),92.4,92.1,92.6,1276,Age 18 - 44,Maternal Age - 18 to 44 years only,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),7.6,7.4,7.9,259,Age 18 - 44,Maternal Age - 18 to 44 years only,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),87.2,83.7,90,225,< 12 yrs,Maternal Education,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),91.7,89.8,93.2,366,12 yrs,Maternal Education,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),12.8,10,16.3,55,< 12 yrs,Maternal Education,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),8.3,6.8,10.2,76,12 yrs,Maternal Education,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),6.2,5.5,6.9,137,>12 yrs,Maternal Education,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),93.8,93.1,94.5,747,>12 yrs,Maternal Education,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),12.9,10.8,15.4,71,"Black, non-Hispanic",Maternal Race/Ethnicity,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),90,83.9,94,45,Other non-Hispanic,Maternal Race/Ethnicity,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),87.1,84.6,89.2,567,"Black, non-Hispanic",Maternal Race/Ethnicity,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),10,6,16.1,17,Other non-Hispanic,Maternal Race/Ethnicity,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),6.3,5.8,6.9,168,"White, non-Hispanic",Maternal Race/Ethnicity,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),91.2,85.1,94.9,47,Hispanic,Maternal Race/Ethnicity,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),8.8,5.1,14.9,14,Hispanic,Maternal Race/Ethnicity,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),93.7,93.1,94.2,686,"White, non-Hispanic",Maternal Race/Ethnicity,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),9.7,8.6,10.8,153,Medicaid,Medicaid Recipient,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),6,5.2,6.9,117,Non-Medicaid,Medicaid Recipient,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),94,93.1,94.8,615,Non-Medicaid,Medicaid Recipient,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),90.3,89.2,91.4,734,Medicaid,Medicaid Recipient,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),7.7,7.4,8,253,Non-Hispanic,Mother Hispanic,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),91.2,85.1,94.9,47,Hispanic,Mother Hispanic,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),8.8,5.1,14.9,14,Hispanic,Mother Hispanic,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),92.3,92,92.6,1295,Non-Hispanic,Mother Hispanic,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),7.8,7.6,8,270,None,None,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),92.2,92,92.4,1349,None,None,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),92.5,91.6,93.3,773,1 or more,Number of Previous Live Births,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),7.5,6.7,8.4,151,1 or more,Number of Previous Live Births,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),91.8,90.6,92.9,574,0,Number of Previous Live Births,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),8.2,7.1,9.4,118,0,Number of Previous Live Births,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),93,92.2,93.8,625,Non-WIC,On WIC during Pregnancy,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),91.4,90.2,92.5,714,WIC,On WIC during Pregnancy,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),7,6.2,7.8,140,Non-WIC,On WIC during Pregnancy,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),8.6,7.5,9.8,126,WIC,On WIC during Pregnancy,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),92.9,92,93.6,675,Intended,Pregnancy Intendedness,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),7.1,6.4,8,147,Intended,Pregnancy Intendedness,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),8.4,7.3,9.7,117,Unintended,Pregnancy Intendedness,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),91.6,90.3,92.7,660,Unintended,Pregnancy Intendedness,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),9.4,7.7,11.3,85,Smoker,Smoked 3 months before Pregnancy,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),90.6,88.7,92.3,303,Smoker,Smoked 3 months before Pregnancy,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),7,6.4,7.7,180,Non-Smoker,Smoked 3 months before Pregnancy,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),93,92.3,93.6,1033,Non-Smoker,Smoked 3 months before Pregnancy,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),11.9,9.3,15,63,Smoker,Smoked last 3 months of Pregnancy,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,LBW (<=2500g),6.9,6.4,7.4,202,Non-Smoker,Smoked last 3 months of Pregnancy,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),93.1,92.6,93.6,1158,Non-Smoker,Smoked last 3 months of Pregnancy,QUO7,26
"(44.661319543001, -84.71439027)",Baby's Weight,Michigan,NBW (>2500g),88.1,85,90.7,178,Smoker,Smoked last 3 months of Pregnancy,QUO7,26
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),9.6,7.8,11.9,86,Intermediate PNC,Adequacy of Prenatal care,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),90.4,88.1,92.2,93,Intermediate PNC,Adequacy of Prenatal care,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),94.7,94.4,95,630,Adequate PNC,Adequacy of Prenatal care,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),5.3,5,5.6,293,Adequate PNC,Adequacy of Prenatal care,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),9.3,7.6,11.4,90,"Less than $10,000",Income (years 2004 and beyond),QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),94.3,93.1,95.2,155,"$25,000 to $49,999",Income (years 2004 and beyond),QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),4.4,3.8,5.1,104,"$50,000 or more",Income (years 2004 and beyond),QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),5.6,4.6,6.7,82,"$10,000 to $24,999",Income (years 2004 and beyond),QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),94.4,93.3,95.4,164,"$10,000 to $24,999",Income (years 2004 and beyond),QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),5.7,4.8,6.9,83,"$25,000 to $49,999",Income (years 2004 and beyond),QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),95.6,94.9,96.2,267,"$50,000 or more",Income (years 2004 and beyond),QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),90.7,88.6,92.4,105,"Less than $10,000",Income (years 2004 and beyond),QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),92.6,91.8,93.4,288,Other,Marital Status,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),5,4.6,5.4,200,Married,Marital Status,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),7.4,6.6,8.2,192,Other,Marital Status,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),95,94.6,95.4,452,Married,Marital Status,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),92.4,89.6,94.4,57,<20 yrs,Maternal Age (3 Levels),QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),7.6,5.6,10.4,37,<20 yrs,Maternal Age (3 Levels),QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),6.1,5.6,6.7,228,20-29 yrs,Maternal Age (3 Levels),QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),93.9,93.3,94.4,396,20-29 yrs,Maternal Age (3 Levels),QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),5.4,4.7,6.1,127,30+ yrs,Maternal Age (3 Levels),QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),94.6,93.9,95.3,287,30+ yrs,Maternal Age (3 Levels),QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),92.4,89.6,94.4,57,<20 yrs,Maternal Age (4 Levels),QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),93,91.9,94.1,183,20-24 yrs,Maternal Age (4 Levels),QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),5.8,4.6,7.3,56,35+ yrs,Maternal Age (4 Levels),QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),7,5.9,8.1,122,20-24 yrs,Maternal Age (4 Levels),QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),7.6,5.6,10.4,37,<20 yrs,Maternal Age (4 Levels),QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),94.2,92.7,95.4,111,35+ yrs,Maternal Age (4 Levels),QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),94.8,94.2,95.3,389,25-34 yrs,Maternal Age (4 Levels),QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),5.2,4.7,5.8,177,25-34 yrs,Maternal Age (4 Levels),QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),94.8,93.9,95.5,244,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),94.5,93.7,95.2,256,Age 25 - 29,Maternal Age - 18 to 44 years in groupings,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),5.2,4.5,6.1,105,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),7,6.1,8,151,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),5.5,4.8,6.3,128,Age 25 - 29,Maternal Age - 18 to 44 years in groupings,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),93,92,93.9,228,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),94.1,93.9,94.2,728,Age 18 - 44,Maternal Age - 18 to 44 years only,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),5.9,5.8,6.1,384,Age 18 - 44,Maternal Age - 18 to 44 years only,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),93.4,92.5,94.2,230,12 yrs,Maternal Education,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),5,4.6,5.4,203,>12 yrs,Maternal Education,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),95,94.6,95.4,452,>12 yrs,Maternal Education,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),90.6,87.5,93.1,55,< 12 yrs,Maternal Education,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),6.6,5.8,7.5,149,12 yrs,Maternal Education,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),9.4,6.9,12.5,39,< 12 yrs,Maternal Education,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),5.9,5.7,6.1,367,"White, non-Hispanic",Maternal Race/Ethnicity,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),5,2.7,9,9,Other non-Hispanic,Maternal Race/Ethnicity,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),95,91,97.3,21,Other non-Hispanic,Maternal Race/Ethnicity,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),94.1,93.9,94.3,701,"White, non-Hispanic",Maternal Race/Ethnicity,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),4.7,4.2,5.2,155,Non-Medicaid,Medicaid Recipient,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),95.3,94.8,95.8,369,Non-Medicaid,Medicaid Recipient,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),7.1,6.5,7.8,237,Medicaid,Medicaid Recipient,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),92.9,92.2,93.5,371,Medicaid,Medicaid Recipient,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),94.1,93.9,94.2,730,Non-Hispanic,Mother Hispanic,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),5.9,5.8,6.1,382,Non-Hispanic,Mother Hispanic,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),6,5.9,6.1,392,None,None,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),94,93.9,94.1,740,None,None,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),6,5.5,6.6,191,1 or more,Number of Previous Live Births,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),6,5.4,6.6,201,0,Number of Previous Live Births,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),94,93.4,94.6,357,0,Number of Previous Live Births,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),94,93.4,94.5,383,1 or more,Number of Previous Live Births,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),5,4.6,5.5,201,Non-WIC,On WIC during Pregnancy,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),95,94.5,95.4,459,Non-WIC,On WIC during Pregnancy,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),92.7,91.8,93.5,278,WIC,On WIC during Pregnancy,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),7.3,6.5,8.2,188,WIC,On WIC during Pregnancy,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),5.3,4.9,5.8,227,Intended,Pregnancy Intendedness,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),94.7,94.2,95.1,466,Intended,Pregnancy Intendedness,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),7.1,6.3,8.1,155,Unintended,Pregnancy Intendedness,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),92.9,91.9,93.7,254,Unintended,Pregnancy Intendedness,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),95.1,94.7,95.4,524,Non-Smoker,Smoked 3 months before Pregnancy,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),8.2,7.2,9.4,161,Smoker,Smoked 3 months before Pregnancy,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),91.8,90.6,92.8,211,Smoker,Smoked 3 months before Pregnancy,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),4.9,4.6,5.3,228,Non-Smoker,Smoked 3 months before Pregnancy,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),94.9,94.6,95.2,615,Non-Smoker,Smoked last 3 months of Pregnancy,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),9.6,7.9,11.5,109,Smoker,Smoked last 3 months of Pregnancy,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,LBW (<=2500g),5.1,4.8,5.4,279,Non-Smoker,Smoked last 3 months of Pregnancy,QUO7,23
"(45.254228894001, -68.985031336)",Baby's Weight,Maine,NBW (>2500g),90.4,88.5,92.1,120,Smoker,Smoked last 3 months of Pregnancy,QUO7,23
"(46.355648736, -94.794200503)",Baby's Weight,Minnesota,NBW (>2500g),95.8,94.3,96.9,1040,Adequate PNC,Adequacy of Prenatal care,QUO7,27
"(46.355648736, -94.794200503)",Baby's Weight,Minnesota,LBW (<=2500g),4.2,3.1,5.7,55,Adequate PNC,Adequacy of Prenatal care,QUO7,27
"(46.355648736, -94.794200503)",Baby's Weight,Minnesota,NBW (>2500g),99.2,95.1,99.9,63,Inadequate PNC,Adequacy of Prenatal care,QUO7,27
"(46.355648736, -94.794200503)",Baby's Weight,Minnesota,NBW (>2500g),92.2,80,97.2,50,Unknown PNC,Adequacy of Prenatal care,QUO7,27
"(46.355648736, -94.794200503)",Baby's Weight,Minnesota,LBW (<=2500g),7.8,2.8,20,6,Unknown PNC,Adequacy of Prenatal care,QUO7,27
"(46.355648736, -94.794200503)",Baby's Weight,Minnesota,LBW (<=2500g),0.8,0.1,4.9,1,Inadequate PNC,Adequacy of Prenatal care,QUO7,27
"(46.355648736, -94.794200503)",Baby's Weight,Minnesota,NBW (>2500g),91.4,86.6,94.6,253,Intermediate PNC,Adequacy of Prenatal care,QUO7,27
"(46.355648736, -94.794200503)",Baby's Weight,Minnesota,LBW (<=2500g),8.6,5.4,13.4,25,Intermediate PNC,Adequacy of Prenatal care,QUO7,27
"(46.355648736, -94.794200503)",Baby's Weight,Minnesota,NBW (>2500g),92.8,88,95.8,250,"$10,000 to $24,999",Income (years 2004 and beyond),QUO7,27
"(46.355648736, -94.794200503)",Baby's Weight,Minnesota,NBW (>2500g),96.2,93,97.9,276,"$25,000 to $49,999",Income (years 2004 and beyond),QUO7,27
"(46.355648736, -94.794200503)",Baby's Weight,Minnesota,NBW (>2500g),91.7,86,95.2,223,"Less than $10,000",Income (years 2004 and beyond),QUO7,27
